Name,Yc1314,Yc1415,Yc1516,Yc1617,Ass1516,Ass1617,Asr1314,Asr1415,Asr1516,Asr1617,Og1415,Og1516,Og1617,Og1314,Rc1314,Rc1415,Rc1516,Rc1617,Gf1314,Gf1415,Gf1516,Gf1617,Ge1314,Ge1415,Gr1314,Gr1415,Gr1516,Gr1617,Gv1314,Gv1415,Sf+1314,Sf+1415,Sf1314,Sf1415,Sf1516,Sf1617,Sa1314,Sa1415,Sa1516,Sa1617,Pg1314,Pg1415,Pg1516,Pg1617,P+1314,P+1415,P+1516,P+1617,P-1314,P-1415,P-1516,P-1617,R1314,R1415,R1516,R1617,Pk1516,Pk1617,Ps1314,Ps1415,Ps1516,Ps1617,Team1314,Team1415,Team1516,Team1617
CASCIONE,,8,,,,,,1,,,1,,,,,0,,,,0,,,,1,,0,,,,0,,5.67,,5.63,,,,5.85,,,,27,,,,1,,,,1,,,,M,,,,,,0,,,,CESENA,,
CASSANI,11,1,6,,0,,4,0,1,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,,0,0,6.03,5.59,5.92,5.59,5.69,,6.07,5.63,5.81,,36,16,24,,0,0,0,,0,0,0,,D,D,D,,0,,0,0,0,,PARMA,PARMA,Sampdoria,
CASSANO,5,1,1,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,11,4,2,0,1,0,0,0,0,0,2,1,7.41,6.79,7.22,6.68,6.57,0,6.36,5.92,6.14,0,32,19,22,0,1,1,0,0,2,0,0,0,F,F,F,F,0,0,0,0,0,0,PARMA,PARMA,Sampdoria,Sampdoria
CASTAN,7,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,6,6.19,6,5.3,5.81,6.32,6,5.4,5.96,36,1,5,13,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,ROMA,ROMA,Roma,Torino
CASTELLINI,4,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.23,,5.23,,,,5.38,,,,13,,,,0,,,,0,,,,D,,,,,,0,,,,LIVORNO,,,
CASTILLO,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.4,,,,5.5,,,,5,,,,0,,,,0,,,,F,,0,,,,0,,,,Frosinone,
CASTRO,3,,9,5,0,0,2,,0,4,,0,0,0,0,,0,1,3,,3,5,0,,0,,0,0,0,,6.18,,6.11,,6.21,6.53,5.84,,6.08,6.06,28,,33,33,0,,0,0,0,,0,0,M,,M,M,0,0,0,,0,0,CATANIA,,Chievo,Chievo
CATALDI,,3,8,8,0,1,,2,3,0,1,0,0,,,1,1,0,,0,1,1,,0,,0,0,0,,0,,5.92,,5.77,5.75,5.75,,6.12,5.69,5.77,,13,18,22,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,LAZIO,Lazio,Genoa
CAVANDA,3,4,,,,,0,2,,,0,,,0,0,1,,,1,0,,,0,0,0,0,,,0,0,5.74,5.93,5.74,5.79,,,5.65,6,,,17,14,,,0,0,,,0,0,,,D,D,,,,,0,0,,,LAZIO,LAZIO,,
CAZZOLA,0,,,,,,0,,,,,,,0,1,,,,0,,,,0,,0,,,,0,,5.5,,5.5,,,,5.75,,,,4,,,,0,,,,0,,,,M,,,,,,0,,,,ATALANTA,,,
CECCARELLI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Bologna
CECCHERINI,3,,,9,,0,0,,,0,,,0,1,1,,,0,0,,,1,0,,0,,,0,0,,5.55,,5.55,,,5.89,5.69,,,5.93,32,,,35,0,,,0,0,,,0,D,,,D,,0,0,,,0,LIVORNO,,,Crotone
CECH,0,,,,,,1,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.8,,5.7,,,,5.7,,,,10,,,,0,,,,0,,,,D,,,,,,0,,,,BOLOGNA,,,
CELIENTO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Napoli
CENTURION,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.61,,5.61,,,,5.61,,,,9,,,,0,,,,0,,,,M,,,,,,0,,,,GENOA,,,
CEPPITELLI,,7,,5,,0,,0,,0,0,,1,,,0,,0,,0,,0,,0,,0,,0,,0,,5.44,,5.44,,5.32,,5.58,,5.55,,24,,19,,0,,0,,0,,0,,D,,D,,0,,0,,0,,CAGLIARI,,Cagliari
CERCI,4,0,1,,0,,9,4,2,,0,0,,0,0,0,0,,8,1,4,,2,0,0,0,0,,5,0,7.41,6.17,7.16,5.83,6.67,,6.32,5.58,6.02,,37,12,21,,5,0,3,,2,0,0,,M,F,F,,3,,0,0,0,,TORINO,MILAN,Genoa,
CERIA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Atalanta
CERRI,,,,1,,0,,,,0,,,0,,,,,0,,,,2,,,,,,0,,,,,,,,5.96,,,,5.5,,,,12,,,,0,,,,0,,,,F,,0,,,,0,,,,Pescara
CESAR,15,8,9,8,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,5.5,5.61,5.5,5.61,5.89,5.5,5.67,5.91,5.97,5.59,32,27,31,16,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,CHIEVO,CHIEVO,Chievo,Chievo
CHALOBAH,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,6,,,,6,,,,1,,,,0,,,,0,,,,M,,0,,,,0,,,,Napoli,
CHANTURIA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Empoli
CHECCHIN,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.5,,,,5.5,,,,1,,,,0,,,,0,,,,M,,0,,,,0,,,,Verona,
CHERUBIN,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5.83,5.62,5.83,5.62,5.88,0,5.77,5.62,5.77,0,15,13,13,0,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,BOLOGNA,ATALANTA,Atalanta,Bologna
CHIBSAH,0,0,0,,0,,0,0,2,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,,0,0,5.74,5.67,5.74,5.67,5.87,,5.74,5.67,5.82,,17,3,19,,0,0,0,,0,0,0,,M,M,M,,0,,0,0,0,,SASSUOLO,SASSUOLO,Frosinone,
CHIELLINI,5,7,4,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,2,0,6.44,6.07,6.44,6.04,6.17,6.4,6.23,6.16,6.17,6.15,31,28,24,20,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,JUVENTUS,JUVENTUS,Juventus,Juventus
CHIESA,,,,3,,0,,,,2,,,0,,,,,1,,,,3,,,,,,0,,,,,,,,6.52,,,,6.14,,,,22,,,,0,,,,0,,,,F,,0,,,,0,,,,Fiorentina
CHIRICHES,,,2,0,0,0,,,0,0,,0,0,,,,0,0,,,1,2,,,,,0,0,,,,,,,6.25,6.54,,,6,6.08,,,8,13,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Napoli,Napoli
CHOCHEV,,4,6,4,0,0,,0,1,2,0,0,0,,,0,0,0,,3,0,3,,0,,0,0,0,,1,,6.34,,6.34,5.52,6.07,,5.91,5.61,5.76,,16,23,29,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,PALERMO,Palermo,Palermo
CHRISTIANSEN,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.67,,5.67,,,,5.67,,,,3,,,,0,,,,0,,,,M,,,,,,0,,,,CHIEVO,,
CHRISTODOULOPOULOS,4,3,3,,0,,2,4,0,,0,0,,0,0,0,0,,0,1,1,,0,0,0,0,0,,1,1,6.19,6.2,6.1,6,5.88,,5.94,5.92,5.69,,24,20,8,,2,0,0,,0,0,0,,M,M,M,,0,,0,0,0,,BOLOGNA,VERONA,Sampdoria,
CIANI,6,1,,,,,0,0,,,0,,,1,0,0,,,1,0,,,1,0,0,0,,,0,0,5.68,5.86,5.68,5.86,,,5.79,5.91,,,17,11,,,0,0,,,0,0,,,D,D,,,,,0,0,,,LAZIO,LAZIO,,
CIGARINI,9,10,10,3,1,0,7,2,1,0,0,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,6.33,5.88,6.12,5.82,6.23,5.38,6.14,6,6.13,5.75,33,33,24,4,0,0,1,0,0,0,0,0,M,M,M,M,1,0,0,0,0,0,ATALANTA,ATALANTA,Atalanta,Sampdoria
CINELLI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Chievo
CIOFANI D,,,1,,0,,,,1,,,0,,,,,0,,,,9,,,,,,0,,,,,,,,6.74,,,,5.96,,,,35,,,,2,,,,0,,,,F,,2,,,,0,,,,Frosinone,
CIOFANI M,,,2,,0,,,,1,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.72,,,,5.72,,,,16,,,,0,,,,0,,,,D,,0,,,,0,,,,Frosinone,
CIONEK,,,2,8,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,6,5.54,,,6.2,5.68,,,5,28,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Palermo,Palermo
CIRIGLIANO,2,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.59,,5.59,,,,5.68,,,,11,,,,0,,,,0,,,,M,,,,,,0,,,,VERONA HELLAS,,,
CISSOKHO,,,0,0,0,0,,,1,0,,0,0,,,,1,0,,,0,0,,,,,0,0,,,,,,,5.54,0,,,5.54,0,,,12,0,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Genoa,Genoa
CLAITON,0,,,2,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,0,,,0,0,,5.75,,5.75,,,5.28,5.75,,,5.39,6,,,9,0,,,0,0,,,0,D,,,D,,0,0,,,0,CHIEVO,,,Crotone
COCCO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Pescara
CODA,11,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.28,6,5.28,6,5.75,4.96,5.52,6,6,5.27,23,1,2,13,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,LIVORNO,SAMPDORIA,Sampdoria,Pescara
CODA M.,,2,,,,,,1,,,0,,,,,0,,,,2,,,,0,,0,,,,0,,6.41,,6.34,,,,6.03,,,,16,,,,0,,,,0,,,,F,,,,,,0,,,,PARMA,,
COFIE,5,1,7,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.77,5.57,5.77,5.57,5.41,5.69,5.73,5.68,5.54,5.81,15,14,27,13,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,GENOA,CHIEVO,Carpi,Genoa
COJOCARU,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Crotone
COLE,,2,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.55,,5.55,,,,5.64,,,,11,,,,0,,,,0,,,,D,,,,,,0,,,,ROMA,,
COLOMBI,,1,0,,0,,,0,0,,0,0,,,,0,0,,,0,0,,,0,,8,2,,,0,,2.67,,2.67,5.25,,,5.5,6.25,,,3,2,,,0,0,,,0,0,,,G,G,,0,,,0,0,,,CAGLIARI,Carpi,
COLOMBO,0,,,0,,0,0,,,0,,,0,0,0,,,0,0,,,0,0,,0,,,0,0,,6,,6,,,0,6,,,0,1,,,0,0,,,0,0,,,0,G,,,G,,0,0,,,0,NAPOLI,,,Cagliari
COMAN,,0,0,,0,,,2,0,,0,0,,,,0,0,,,0,0,,,0,,0,0,,,0,,6.43,,6.14,5.5,,,6.14,5.5,,,7,1,,,0,0,,,0,0,,,M,F,,0,,,0,0,,,JUVENTUS,Juventus,
COMPPER,3,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.56,,5.56,,,,5.75,,,,8,,,,0,,,,0,,,,D,,,,,,0,,,,FIORENTINA,,,
CONSIGLI,3,2,3,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,48,53,38,56,0,0,4.97,4.69,4.97,4.69,5.22,4.92,6.3,6.17,6.15,6.26,35,35,37,37,0,0,0,0,0,0,0,0,G,G,G,G,0,0,1,1,2,3,ATALANTA,SASSUOLO,Sassuolo,Sassuolo
CONSTANT,4,,0,,0,,1,,0,,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,,5.34,,5.29,,5.5,,5.39,,5.5,,19,,6,,0,,0,,0,,0,,D,,D,,0,,0,,0,,MILAN,,Bologna,
CONTI,12,10,1,12,0,0,1,0,1,4,0,0,0,0,2,1,1,0,4,1,2,8,0,0,0,0,0,0,1,0,6.21,5.42,6.18,5.42,6.27,7.08,6.05,5.58,5.85,6.39,31,18,13,32,0,0,0,0,0,0,0,0,M,M,D,D,0,0,0,0,0,0,CAGLIARI,CAGLIARI,Atalanta,Atalanta
COP,,1,,0,,0,,0,,0,0,,0,,,0,,0,,4,,0,,0,,0,,0,,2,,6.5,,6.5,,0,,5.62,,0,,13,,0,,0,,0,,0,,0,,F,,F,,0,,0,,0,,CAGLIARI,,Cagliari
COPPOLA,,3,0,,0,,,0,0,,0,1,,,,1,0,,,0,0,,,0,,0,1,,,0,,5.23,,5.23,5,,,5.45,6,,,11,1,,,0,0,,,0,0,,,M,G,,0,,,0,0,,,CESENA,Verona,
COPPOLA D,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Torino
CORDAZ,,,,2,,0,,,,0,,,0,,,,,1,,,,0,,,,,,54,,,,,,,,5,,,,6.39,,,,36,,,,0,,,,0,,,,G,,0,,,,2,,,,Crotone
CORREA,,0,5,,0,,,0,0,,0,0,,,,0,1,,,0,3,,,0,,0,0,,,0,,5.9,,5.9,6.02,,,5.9,5.8,,,5,25,,,0,0,,,0,0,,,M,M,,0,,,0,0,,,SAMPDORIA,Sampdoria,
COSIC,,,4,1,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,5.61,5.54,,,5.83,5.58,,,9,13,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Empoli,Empoli
COSSU,6,4,,,,,0,1,,,0,,,0,0,1,,,0,1,,,0,0,0,0,,,0,0,5.85,5.82,5.85,5.77,,,5.96,5.77,,,26,22,,,0,1,,,0,1,,,M,M,,,,,0,0,,,CAGLIARI,CAGLIARI,,
COSTA,9,4,4,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,5.45,5.84,5.4,5.84,5.98,5.8,5.67,5.8,5.93,5.76,20,22,23,25,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,SAMPDORIA,PARMA,Empoli,Empoli
COSTA F,,,0,0,0,0,,,0,0,,0,0,,,,0,0,,,0,0,,,,,0,0,,,,,,,6,5.5,,,6,5.5,,,3,1,,,0,0,,,0,0,,,D,D,0,0,,,0,0,,,Chievo,Chievo
COULIBALY,,,,4,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.44,,,,5.69,,,,8,,,,0,,,,0,,,,M,,0,,,,0,,,,Pescara
CRAGNO,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,26,,,,0,,3.96,,3.96,,,,5.82,,,,14,,,,0,,,,0,,,,G,,,,,,0,,,,CAGLIARI,,
CRECCO,,,,0,,0,,,,0,,,0,,,,,0,,,,1,,,,,,0,,,,,,,,7.75,,,,6.25,,,,2,,,,0,,,,0,,,,M,,0,,,,0,,,,Lazio
CREMONESI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Crotone
CRESCENZI,,,,1,,0,,,,2,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.61,,,,5.53,,,,19,,,,0,,,,0,,,,D,,0,,,,0,,,,Pescara
CRESPO,0,,,,,,0,,,,,,,0,0,,,,1,,,,0,,0,,,,1,,6,,6,,,,5.63,,,,8,,,,0,,,,0,,,,D,,,,,,0,,,,BOLOGNA,,,
CRIMI,,,9,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.95,,,,6.18,,,,19,,,,0,,,,0,,,,M,,0,,,,0,,,,Carpi,
CRISETIG,,8,1,11,0,1,,0,0,0,0,0,0,,,0,0,1,,0,0,0,,0,,0,0,0,,0,,5.64,,5.64,5.3,5.6,,5.79,5.4,5.8,,28,5,30,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,CAGLIARI,Bologna,Crotone
CRISTALDO,1,,,,,,2,,,,,,,0,1,,,,4,,,,0,,0,,,,1,,6.11,,6.04,,,,5.65,,,,27,,,,0,,,,0,,,,F,,,,,,0,,,,BOLOGNA,,,
CRISTANTE,0,,0,2,0,0,1,,0,2,,0,0,0,0,,0,0,1,,0,3,0,,0,,0,0,0,,8.5,,8,,5.25,6.36,6.5,,5.25,5.96,2,,2,25,0,,0,0,0,,0,0,M,,M,M,0,0,0,,0,0,MILAN,,Palermo,Atalanta
CRISTOFORO,,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.79,,,,5.79,,,,14,,,,0,,,,0,,,,M,,0,,,,0,,,,Fiorentina
CRIVELLO,,,5,,0,,,,1,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.38,,,,5.47,,,,17,,,,0,,,,0,,,,D,,0,,,,0,,,,Frosinone,
CROCE,,5,3,4,0,0,,1,1,0,0,0,0,,,0,0,0,,1,0,1,,0,,0,0,0,,0,,6.18,,6.15,5.98,6.16,,6.14,6,6.13,,37,27,35,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,EMPOLI,Empoli,Empoli
CROSTA,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,1,,,,,,,,9.5,,,,7.5,,,,1,,,,0,,,,0,,,,G,,0,,,,1,,,,Cagliari
CUADRADO,8,5,2,8,1,1,5,2,3,5,0,0,0,0,1,0,0,0,11,4,4,2,0,0,0,0,0,0,3,1,7.52,6.85,7.36,6.74,6.96,6.28,6.48,6.18,6.4,6.03,32,17,26,30,0,0,0,0,0,0,0,0,M,M,M,M,0,0,0,0,0,0,FIORENTINA,FIORENTINA,Juventus,Juventus
CUBAS,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,M,,0,,,,0,,,,Pescara
CUCCHIETTI,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,G,,0,,,,0,,,,Torino
CUOMO G,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,D,,0,,,,0,,,,Crotone
CURCI,2,,,,,,0,,,,,,,0,0,,,,0,,,,0,,57,,,,0,,4.5,,4.5,,,,5.99,,,,37,,,,0,,,,0,,,,G,,,,,,1,,,,BOLOGNA,,,
CUTRONE,,,,1,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Milan
D'ALESSANDRO,,4,3,2,0,0,,1,2,1,0,0,0,,,0,0,0,,0,3,1,,0,,0,0,0,,0,,5.82,,5.76,6.74,6.28,,5.87,6.24,6.09,,19,19,16,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,ATALANTA,Atalanta,Atalanta
D'AMBROSIO,4,8,3,4,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,2,3,0,0,0,0,0,0,0,0,6.13,5.6,6.13,5.5,6.14,6.12,5.96,5.7,5.94,5.84,24,20,18,32,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,INTER,INTER,Inter,Inter
DA COSTA,1,,1,1,0,0,0,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,49,,4,26,0,,4.5,,4.5,,5,4.75,6,,5.9,6.22,33,,5,18,0,,0,0,0,,0,0,G,,G,G,0,0,0,,0,0,SAMPDORIA,,Bologna,Bologna
DAINELLI,6,8,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,6.08,5.92,6.08,5.92,5.94,5.71,5.96,6.05,5.92,5.94,26,30,18,26,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,CHIEVO,CHIEVO,Chievo,Chievo
DAL MONTE,,0,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.83,,5.83,,,,5.83,,,,3,,,,0,,,,0,,,,F,,,,,,0,,,,CESENA,,
DANI ALVES,,,,5,,0,,,,1,,,0,,,,,0,,,,2,,,,,,0,,,,,,,,6.28,,,,6,,,,16,,,,0,,,,0,,,,D,,0,,,,0,,,,Juventus
DANILO,8,7,9,9,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,0,2,0,0,0,0,0,0,1,1,5.76,6.07,5.76,6.07,5.56,5.75,5.79,6,5.75,5.79,36,37,34,36,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,UDINESE,UDINESE,Udinese,Udinese
DAPRELA',,2,2,,0,,,0,0,,0,0,,,,0,0,,,0,0,,,0,,0,0,,,0,,5.67,,5.67,5,,,5.73,5.25,,,15,4,,,0,0,,,0,0,,,D,D,,0,,,0,0,,,PALERMO,Carpi,
DARMIAN,6,2,,,,,3,1,,,0,,,0,0,0,,,0,2,,,0,0,0,0,,,0,1,6.05,6.31,5.97,6.28,,,6.05,6.13,,,37,32,,,0,0,,,0,0,,,D,D,,,,,0,0,,,TORINO,TORINO,,
DAVID LOPEZ,,4,1,0,0,0,,1,0,0,0,0,0,,,0,0,0,,1,1,0,,0,,0,0,0,,0,,6.05,,6.02,6,0,,5.98,5.84,0,,31,16,0,,0,0,0,,0,0,0,,M,M,M,0,0,,0,0,0,,NAPOLI,Napoli,Napoli
DE CEGLIE,1,3,,,,,0,0,,,0,,,0,0,0,,,1,3,,,0,0,0,0,,,0,1,5.93,6.15,5.93,6.15,,,5.77,5.58,,,15,13,,,0,0,,,0,0,,,D,D,,,,,0,0,,,GENOA,JUVENTUS,,
DE FEUDIS,,6,,,,,,0,,,0,,,,,0,,,,0,,,,0,,0,,,,0,,5.63,,5.63,,,,5.75,,,,24,,,,0,,,,0,,,,M,,,,,,0,,,,CESENA,,
DE GIORGIO,,,,0,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,F,,0,,,,0,,,,Crotone
DE GUZMAN,,1,0,3,0,0,,1,0,1,0,0,0,,,0,0,0,,3,1,1,,1,,0,0,0,,1,,6.18,,6.14,7.17,6.08,,5.75,6.17,5.85,,22,3,24,,0,1,1,,0,0,0,,M,M,M,1,1,,0,0,0,,NAPOLI,Carpi,Chievo
DE JONG,9,11,0,,0,,2,0,0,,0,0,,0,0,0,1,,2,3,0,,0,1,0,0,0,,2,0,6.11,6.12,6.05,6.12,5.1,,6,6,5.3,,33,29,5,,0,0,0,,0,0,0,,M,M,M,,0,,0,0,0,,MILAN,MILAN,Milan,
DE LUCA,2,,,,,,2,,,,,,,0,0,,,,4,,,,2,,0,,,,2,,6.93,,6.79,,,,6,,,,14,,,,0,,,,0,,,,F,,,,,,0,,,,ATALANTA,,,
DE MAIO,6,9,5,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,5.97,5.97,5.97,5.94,5.74,5.17,5.83,5.98,5.76,5.25,20,32,27,6,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,GENOA,GENOA,Genoa,Fiorentina
DE PAUL,,,,7,,0,,,,1,,,0,,,,,1,,,,4,,,,,,0,,,,,,,,6.14,,,,5.88,,,,33,,,,0,,,,0,,,,M,,0,,,,0,,,,Udinese
DE ROON,,,9,,0,,,,1,,,0,,,,,1,,,,1,,,,,,0,,,,,,,,5.99,,,,6.03,,,,35,,,,0,,,,0,,,,M,,0,,,,0,,,,Atalanta,
DE ROSSI,4,11,9,9,1,1,1,0,1,2,0,0,0,0,1,1,0,0,1,2,1,2,0,0,0,0,0,0,1,1,6.39,5.87,6.36,5.87,6.07,6.52,6.36,5.88,6.07,6.16,32,26,23,28,0,0,0,2,0,0,0,0,M,M,M,M,0,2,0,0,0,0,ROMA,ROMA,Roma,Roma
DE SANCTIS,2,1,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,0,0,,0,0,23,26,7,,0,0,5.5,5.37,5.5,5.37,5.38,,6.17,6.13,6.38,,36,35,4,,0,0,0,,0,0,0,,G,G,G,,0,,0,0,1,,ROMA,ROMA,Roma,
DE SCIGLIO,4,2,3,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47,4.85,5.47,4.85,5.45,5.7,5.66,5.15,5.52,5.78,16,17,22,25,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,MILAN,MILAN,Milan,Milan
DE SILVESTRI,8,8,4,1,0,1,1,3,2,1,0,0,0,0,0,0,0,0,2,4,1,1,1,0,0,0,0,0,0,2,6,6.33,5.97,6.24,6.24,6.06,5.91,6,6.06,5.81,35,33,17,16,0,0,0,0,0,0,0,0,D,D,D,D,0,0,0,0,0,0,SAMPDORIA,SAMPDORIA,Sampdoria,Torino
DE VRIJ,,3,0,3,0,0,,0,0,2,0,0,0,,,1,0,0,,0,0,2,,0,,0,0,0,,0,,6.18,,6.18,5.75,6.39,,6.27,5.75,6.15,,30,2,27,,0,0,0,,0,0,0,,D,D,D,0,0,,0,0,0,,LAZIO,Lazio,Lazio
DEFREL,,7,2,1,0,0,,3,3,1,0,0,0,,,0,1,0,,9,7,11,,0,,0,0,0,,0,,6.72,,6.63,6.63,7.5,,5.94,5.92,6.2,,34,31,28,,0,0,1,,0,0,0,,F,F,F,0,1,,0,0,0,,CESENA,Sassuolo,Sassuolo
DEIOLA,,,,2,,0,,,,0,,,0,,,,,0,,,,0,,,,,,0,,,,,,,,5.33,,,,5.67,,,,3,,,,0,,,,0,,,,M,,0,,,,0,,,,Cagliari
DEL FABRO,0,,,,,,0,,,,,,,0,0,,,,0,,,,0,,0,,,,0,,5.5,,5.5,,,,5.5,,,,3,,,,0,,,,0,,,,D,,,,,,0,,,,CAGLIARI,,,
DEL GROSSO,4,0,,,,,0,1,,,0,,,0,0,0,,,0,0,,,0,0,0,0,,,0,0,5.79,5.92,5.79,5.83,,,5.89,5.83,,,19,12,,,0,0,,,0,0,,,D,D,,,,,0,0,,,ATALANTA,ATALANTA,,
